          ----- ----- -------  -----  ----- | ---- ----- --------- --------- --------- |
  325.650     3     3     3.0     45  15083 |   15  5011    0.2262    0.0151    0.0050 |
  326.625     3     3     3.0     45  15128 |   15  5026    0.2254    0.0150    0.0050 |
  327.600     3     3     3.0     45  15173 |   15  5041    0.2245    0.0150    0.0050 |
  328.575     3     3     3.0     45  15218 |   15  5056    0.2222    0.0148    0.0049 |
  329.550     3     4     3.7     55  15273 |   15  5071    0.2541    0.0169    0.0046 |
  330.525     4     4     4.0     60  15333 |   15  5086    0.2770    0.0185    0.0046 |
  331.500     4     4     4.0     60  15393 |   15  5101    0.2745    0.0183    0.0046 |
  332.475     4     4     4.0     60  15453 |   15  5116    0.2790    0.0186    0.0046 |
  333.450     4     4     4.0     60  15513 |   15  5131    0.2694    0.0180    0.0045 |
  334.425     4     4     4.0     60  15573 |   15  5146    0.2700    0.0180    0.0045 |
  335.400     4     4     4.0     60  15633 |   15  5161    0.2699    0.0180    0.0045 |
  336.375     4     4     4.0     60  15693 |   15  5176    0.2820    0.0188    0.0047 |
  337.350     4     4     4.0     60  15753 |   15  5191    0.2808    0.0187    0.0047 |
  338.325     4     4     4.0     60  15813 |   15  5206    0.2958    0.0197    0.0049 |
  339.300     4     4     4.0     60  15873 |   15  5221    0.2822    0.0188    0.0047 |
  340.275     4     4     4.0     60  15933 |   15  5236    0.2721    0.0181    0.0045 |
  341.250     4     4     4.0     60  15993 |   15  5251    0.2992    0.0199    0.0050 |
  342.225     4     4     4.0     60  16053 |   15  5266    0.2866    0.0191    0.0048 |
  343.200     4     4     4.0     60  16113 |   15  5281    0.2744    0.0183    0.0046 |
  344.175     4     4     4.0     60  16173 |   15  5296    0.2725    0.0182    0.0045 |
  345.150     4     4     4.0     60  16233 |   15  5311    0.2752    0.0183    0.0046 |
  346.125     4     4     4.0     60  16293 |   15  5326    0.2738    0.0183    0.0046 |
  347.100     4     4     4.0     60  16353 |   15  5341    0.2770    0.0185    0.0046 |
  348.075     4     4     4.0     60  16413 |   15  5356    0.2893    0.0193    0.0048 |
  349.050     4     4     4.0     60  16473 |   15  5371    0.2827    0.0188    0.0047 |
  350.025     4     4     4.0     60  16533 |   15  5386    0.2776    0.0185    0.0046 |
  351.000     4     4     4.0     60  16593 |   15  5401    0.2678    0.0179    0.0045 |
  351.975     4     4     4.0     60  16653 |   15  5416    0.2668    0.0178    0.0044 |
  352.950     4     4     4.0     60  16713 |   15  5431    0.2718    0.0181    0.0045 |
  353.925     4     4     4.0     60  16773 |   15  5446    0.2734    0.0182    0.0046 |
  354.900     4     4     4.0     60  16833 |   15  5461    0.2715    0.0181    0.0045 |
  355.875     4     4     4.0     60  16893 |   15  5476    0.2817    0.0188    0.0047 |
  356.850     4     4     4.0     60  16953 |   15  5491    0.2711    0.0181    0.0045 |
  357.825     4     4     4.0     60  17013 |   15  5506    0.2716    0.0181    0.0045 |
  358.800     4     4     4.0     60  17073 |   15  5521    0.2682    0.0179    0.0045 |
  359.775     4     4     4.0     60  17133 |   15  5536    0.2679    0.0179    0.0045 |
  360.750     4     4     4.0     60  17193 |   15  5551    0.2741    0.0183    0.0046 |
  361.725     4     4     4.0     60  17253 |   15  5566    0.2712    0.0181    0.0045 |
  362.700     4     4     4.0     60  17313 |   15  5581    0.2699    0.0180    0.0045 |
  363.675     4     4     4.0     60  17373 |   15  5596    0.2704    0.0180    0.0045 |
  364.650     4     4     4.0     60  17433 |   15  5611    0.2663    0.0178    0.0044 |
  365.625     4     4     4.0     60  17493 |   15  5626    0.2657    0.0177    0.0044 |
  366.600     4     4     4.0     60  17553 |   15  5641    0.2666    0.0178    0.0044 |
  367.575     4     4     4.0     60  17613 |   15  5656    0.2669    0.0178    0.0044 |
  368.550     4     4     4.0     60  17673 |   15  5671    0.2672    0.0178    0.0045 |
  369.525     4     4     4.0     60  17733 |   15  5686    0.2800    0.0187    0.0047 |
  370.500     4     4     4.0     60  17793 |   15  5701    0.2695    0.0180    0.0045 |
  371.475     4     4     4.0     60  17853 |   15  5716    0.2810    0.0187    0.0047 |
  372.450     4     4     4.0     60  17913 |   15  5731    0.2783    0.0186    0.0046 |
  373.425     4     4     4.0     60  17973 |   15  5746    0.2677    0.0178    0.0045 |
  374.400     4     4     4.0     60  18033 |   15  5761    0.2695    0.0180    0.0045 |
  375.375     4     4     4.0     60  18093 |   15  5776    0.2683    0.0179    0.0045 |
  376.350     4     4     4.0     60  18153 |   15  5791    0.2692    0.0179    0.0045 |
  377.325     4     4     4.0     60  18213 |   15  5806    0.2788    0.0186    0.0046 |
  378.300     4     4     4.0     60  18273 |   15  5821    0.2663    0.0178    0.0044 |
  379.275     4     4     4.0     60  18333 |   15  5836    0.2722    0.0181    0.0045 |
  380.250     4     4     4.0     60  18393 |   15  5851    0.2706    0.0180    0.0045 |
  381.225     4     4     4.0     60  18453 |   15  5866    0.2766    0.0184    0.0046 |
  382.200     4     4     4.0     60  18513 |   15  5881    0.2755    0.0184    0.0046 |
  383.175     4     4     4.0     60  18573 |   15  5896    0.2741    0.0183    0.0046 |
  384.150     4     4     4.0     60  18633 |   15  5911    0.2702    0.0180    0.0045 |
  385.125     4     4     4.0     60  18693 |   15  5926    0.3184    0.0212    0.0053 |
  386.100     3     4     3.3     49  18742 |   15  5941    0.2372    0.0158    0.0048 |
  387.075     3     3     3.0     45  18787 |   15  5956    0.2195    0.0146    0.0049 |
  388.050     3     3     3.0     45  18832 |   15  5971    0.2197    0.0146    0.0049 |
  389.025     3     3     3.0     45  18877 |   15  5986    0.2218    0.0148    0.0049 |
  390.000     3     3     3.0     45  18922 |   15  6001    0.2256    0.0150    0.0050 |
  390.975     3     3     3.0     45  18967 |   15  6016    0.2237    0.0149    0.0050 |
  391.950     3     3     3.0     45  19012 |   15  6031    0.2186    0.0146    0.0049 |
  392.925     3     3     3.0     45  19057 |   15  6046    0.2184    0.0146    0.0049 |
  393.900     3     3     3.0     45  19102 |   15  6061    0.2173    0.0145    0.0048 |
  394.875     3     3     3.0     45  19147 |   15  6076    0.2175    0.0145    0.0048 |
  395.850     3     3     3.0     45  19192 |   15  6091    0.2194    0.0146    0.0049 |
  396.825     3     3     3.0     45  19237 |   15  6106    0.2189    0.0146    0.0049 |
  397.800     3     3     3.0     45  19282 |   15  6121    0.2273    0.0152    0.0051 |
  398.775     3     3     3.0     45  19327 |   15  6136    0.2225    0.0148    0.0049 |
  399.750     3     3     3.0     45  19372 |   15  6151    0.2217    0.0148    0.0049 |
  400.725     3     3     3.0     45  19417 |   15  6166    0.2296    0.0153    0.0051 |
  401.700     3     3     3.0     45  19462 |   15  6181    0.2213    0.0148    0.0049 |
  402.675     3     3     3.0     45  19507 |   15  6196    0.2221    0.0148    0.0049 |
  403.650     3     3     3.0     45  19552 |   15  6211    0.2188    0.0146    0.0049 |
  404.625     3     3     3.0     45  19597 |   15  6226    0.2221    0.0148    0.0049 |
  405.600     3     3     3.0     45  19642 |   15  6241    0.2195    0.0146    0.0049 |
  406.575     3     3     3.0     45  19687 |   15  6256    0.2192    0.0146    0.0049 |
  407.550     3     3     3.0     45  19732 |   15  6271    0.2185    0.0146    0.0049 |
  408.525     3     3     3.0     45  19777 |   15  6286    0.2182    0.0145    0.0048 |
  409.500     3     3     3.0     45  19822 |   15  6301    0.2156    0.0144    0.0048 |
  410.475     3     3     3.0     45  19867 |   15  6316    0.2209    0.0147    0.0049 |
  411.450     3     3     3.0     45  19912 |   15  6331    0.2153    0.0144    0.0048 |
  412.425     3     3     3.0     45  19957 |   15  6346    0.2161    0.0144    0.0048 |
  413.400     3     3     3.0     45  20002 |   15  6361    0.2180    0.0145    0.0048 |
  414.375     3     3     3.0     45  20047 |   15  6376    0.2173    0.0145    0.0048 |
  415.350     3     3     3.0     45  20092 |   15  6391    0.2155    0.0144    0.0048 |
  416.325     3     3     3.0     45  20137 |   15  6406    0.2180    0.0145    0.0048 |
  417.300     3     3     3.0     45  20182 |   15  6421    0.2157    0.0144    0.0048 |
  418.275     3     3     3.0     45  20227 |   15  6436    0.2165    0.0144    0.0048 |
  419.250     3     3     3.0     45  20272 |   15  6451    0.2175    0.0145    0.0048 |
  420.225     3     3     3.0     45  20317 |   15  6466    0.2350    0.0157    0.0052 |
  421.200     3     3     3.0     45  20362 |   15  6481    0.2153    0.0144    0.0048 |
  422.175     3     3     3.0     45  20407 |   15  6496    0.2170    0.0145    0.0048 |
  423.150     3     3     3.0     45  20452 |   15  6511    0.2150    0.0143    0.0048 |
  424.125     3     3     3.0     45  20497 |   15  6526    0.2201    0.0147    0.0049 |
  425.100     3     3     3.0     45  20542 |   15  6541    0.2174    0.0145    0.0048 |
  426.075     3     3     3.0     45  20587 |   15  6556    0.2160    0.0144    0.0048 |
  427.050     3     3     3.0     45  20632 |   15  6571    0.2153    0.0144    0.0048 |
  428.025     3     3     3.0     45  20677 |   15  6586    0.2158    0.0144    0.0048 |
  429.000     3     3     3.0     45  20722 |   15  6601    0.2157    0.0144    0.0048 |
  429.975     3     3     3.0     45  20767 |   15  6616    0.2144    0.0143    0.0048 |
  430.950     3     3     3.0     45  20812 |   15  6631    0.2149    0.0143    0.0048 |
  431.925     3     3     3.0     45  20857 |   15  6646    0.2150    0.0143    0.0048 |
  432.900     3     3     3.0     45  20902 |   15  6661    0.2154    0.0144    0.0048 |
  433.875     3     3     3.0     45  20947 |   15  6676    0.2151    0.0143    0.0048 |
  434.850     3     3     3.0     45  20992 |   15  6691    0.2144    0.0143    0.0048 |
  435.825     3     3     3.0     45  21037 |   15  6706    0.2149    0.0143    0.0048 |
  436.800     3     3     3.0     45  21082 |   15  6721    0.2196    0.0146    0.0049 |
  437.775     3     3     3.0     45  21127 |   15  6736    0.2163    0.0144    0.0048 |
  438.750     3     3     3.0     45  21172 |   15  6751    0.2189    0.0146    0.0049 |
  439.725     3     3     3.0     45  21217 |   15  6766    0.2162    0.0144    0.0048 |
  440.700     3     3     3.0     45  21262 |   15  6781    0.2176    0.0145    0.0048 |
  441.675     3     3     3.0     45  21307 |   15  6796    0.2167    0.0144    0.0048 |
  442.650     3     3     3.0     45  21352 |   15  6811    0.2167    0.0144    0.0048 |
  443.625     3     3     3.0     45  21397 |   15  6826    0.2162    0.0144    0.0048 |
  444.600     3     3     3.0     45  21442 |   15  6841    0.2183    0.0146    0.0049 |
  445.575     3     3     3.0     45  21487 |   15  6856    0.2172    0.0145    0.0048 |
  446.550     3     3     3.0     45  21532 |   15  6871    0.2161    0.0144    0.0048 |
  447.525     3     3     3.0     45  21577 |   15  6886    0.2178    0.0145    0.0048 |
  448.500     3     3     3.0     45  21622 |   15  6901    0.2174    0.0145    0.0048 |
  449.475     3     3     3.0     45  21667 |   15  6916    0.2165    0.0144    0.0048 |
  450.450     3     3     3.0     45  21712 |   15  6931    0.2174    0.0145    0.0048 |
  451.425     3     3     3.0     45  21757 |   15  6946    0.2205    0.0147    0.0049 |
  452.400     3     3     3.0     45  21802 |   15  6961    0.2213    0.0148    0.0049 |
  453.375     3     3     3.0     45  21847 |   15  6976    0.2174    0.0145    0.0048 |
  454.350     3     3     3.0     45  21892 |   15  6991    0.2172    0.0145    0.0048 |
  455.325     3     3     3.0     45  21937 |   15  7006    0.2204    0.0147    0.0049 |
  456.300     3     3     3.0     45  21982 |   15  7021    0.2179    0.0145    0.0048 |
  457.275     3     3     3.0     45  22027 |   15  7036    0.2200    0.0147    0.0049 |
  458.250     3     3     3.0     45  22072 |   15  7051    0.2168    0.0145    0.0048 |
  459.225     3     3     3.0     45  22117 |   15  7066    0.2182    0.0145    0.0048 |
  460.200     3     3     3.0     45  22162 |   15  7081    0.2175    0.0145    0.0048 |
  461.175     3     3     3.0     45  22207 |   15  7096    0.2214    0.0148    0.0049 |
  462.150     3     3     3.0     45  22252 |   15  7111    0.2191    0.0146    0.0049 |
  463.125     3     3     3.0     45  22297 |   15  7126    0.2155    0.0144    0.0048 |
  464.100     3     3     3.0     45  22342 |   15  7141    0.2186    0.0146    0.0049 |
  465.075     3     3     3.0     45  22387 |   15  7156    0.2163    0.0144    0.0048 |
  466.050     3     3     3.0     45  22432 |   15  7171    0.2182    0.0145    0.0048 |
  467.025     3     3     3.0     45  22477 |   15  7186    0.2156    0.0144    0.0048 |
  468.000     3     3     3.0     45  22522 |   15  7201    0.2197    0.0146    0.0049 |
  468.975     3     3     3.0     45  22567 |   15  7216    0.2158    0.0144    0.0048 |
  469.950     3     3     3.0     45  22612 |   15  7231    0.2187    0.0146    0.0049 |
  470.925     3     3     3.0     45  22657 |   15  7246    0.2155    0.0144    0.0048 |
  471.900     3     3     3.0     45  22702 |   15  7261    0.2166    0.0144    0.0048 |
  472.875     3     3     3.0     45  22747 |   15  7276    0.2162    0.0144    0.0048 |
  473.850     3     3     3.0     45  22792 |   15  7291    0.2150    0.0143    0.0048 |
  474.825     3     3     3.0     45  22837 |   15  7306    0.2150    0.0143    0.0048 |
  475.800     3     3     3.0     45  22882 |   15  7321    0.2169    0.0145    0.0048 |
  476.775     3     3     3.0     45  22927 |   15  7336    0.2179    0.0145    0.0048 |
  477.750     3     3     3.0     45  22972 |   15  7351    0.2190    0.0146    0.0049 |
  478.725     3     3     3.0     45  23017 |   15  7366    0.2207    0.0147    0.0049 |
  479.700     3     3     3.0     45  23062 |   15  7381    0.2188    0.0146    0.0049 |
  480.675     3     4     3.5     52  23114 |   15  7396    0.2397    0.0160    0.0046 |
  481.650     4     4     4.0     60  23174 |   15  7411    0.2651    0.0177    0.0044 |
  482.625     4     4     4.0     60  23234 |   15  7426    0.2657    0.0177    0.0044 |
  483.600     4     4     4.0     60  23294 |   15  7441    0.2681    0.0179    0.0045 |
  484.575     4     4     4.0     60  23354 |   15  7456    0.2665    0.0178    0.0044 |
  485.550     4     4     4.0     60  23414 |   15  7471    0.2671    0.0178    0.0045 |
  486.525     4     4     4.0     60  23474 |   15  7486    0.2648    0.0177    0.0044 |
  487.500     4     4     4.0     60  23534 |   15  7501    0.2646    0.0176    0.0044 |
  488.475     4     4     4.0     60  23594 |   15  7516    0.2664    0.0178    0.0044 |
  489.450     4     4     4.0     60  23654 |   15  7531    0.2650    0.0177    0.0044 |
  490.425     4     4     4.0     60  23714 |   15  7546    0.2733    0.0182    0.0046 |
  491.400     4     4     4.0     60  23774 |   15  7561    0.2669    0.0178    0.0044 |
  492.375     4     4     4.0     60  23834 |   15  7576    0.3378    0.0225    0.0056 |
  493.350     4     4     4.0     60  23894 |   15  7591    0.2647    0.0176    0.0044 |
  494.325     4     4     4.0     60  23954 |   15  7606    0.2659    0.0177    0.0044 |
  495.300     4     4     4.0     60  24014 |   15  7621    0.2652    0.0177    0.0044 |
  496.275     4     4     4.0     60  24074 |   15  7636    0.2680    0.0179    0.0045 |
  497.250     4     4     4.0     60  24134 |   15  7651    0.2663    0.0178    0.0044 |
  498.225     4     4     4.0     60  24194 |   15  7666    0.2710    0.0181    0.0045 |
  499.200     4     4     4.0     60  24254 |   15  7681    0.2743    0.0183    0.0046 |
  500.175     4     4     4.0     60  24314 |   15  7696    0.2668    0.0178    0.0044 |
  501.150     4     4     4.0     60  24374 |   15  7711    0.2646    0.0176    0.0044 |
  502.125     4     4     4.0     60  24434 |   15  7726    0.2655    0.0177    0.0044 |
  503.100     4     4     4.0     60  24494 |   15  7741    0.2661    0.0177    0.0044 |
  504.075     3     4     3.1     47  24541 |   15  7756    0.2219    0.0148    0.0047 |
  505.050     3     3     3.0     45  24586 |   15  7771    0.2157    0.0144    0.0048 |
  506.025     3     3     3.0     45  24631 |   15  7786    0.2241    0.0149    0.0050 |
  507.000     3     3     3.0     45  24676 |   15  7801    0.2229    0.0149    0.0050 |
  507.975     3     3     3.0     45  24721 |   15  7816    0.2163    0.0144    0.0048 |
  508.950     3     3     3.0     45  24766 |   15  7831    0.2157    0.0144    0.0048 |
  509.925     3     3     3.0     45  24811 |   15  7846    0.2147    0.0143    0.0048 |
  510.900     3     3     3.0     45  24856 |   15  7861    0.2165    0.0144    0.0048 |
  511.875     3     3     3.0     45  24901 |   15  7876    0.2172    0.0145    0.0048 |
  512.850     3     3     3.0     45  24946 |   15  7891    0.2159    0.0144    0.0048 |
  513.825     3     3     3.0     45  24991 |   15  7906    0.2153    0.0144    0.0048 |
  514.800     3     3     3.0     45  25036 |   15  7921    0.2166    0.0144    0.0048 |
  515.775     3     3     3.0     45  25081 |   15  7936    0.2157    0.0144    0.0048 |
  516.750     3     3     3.0     45  25126 |   15  7951    0.2184    0.0146    0.0049 |
  517.725     3     3     3.0     45  25171 |   15  7966    0.2163    0.0144    0.0048 |
  518.700     3     3     3.0     45  25216 |   15  7981    0.2185    0.0146    0.0049 |
  519.675     3     3     3.0     45  25261 |   15  7996    0.2160    0.0144    0.0048 |
  520.650     3     3     3.0     45  25306 |   15  8011    0.2155    0.0144    0.0048 |
  521.625     3     3     3.0     45  25351 |   15  8026    0.2169    0.0145    0.0048 |
  522.600     3     3     3.0     45  25396 |   15  8041    0.2176    0.0145    0.0048 |
  523.575     3     3     3.0     45  25441 |   15  8056    0.2150    0.0143    0.0048 |
  524.550     3     3     3.0     45  25486 |   15  8071    0.2150    0.0143    0.0048 |
  525.525     3     3     3.0     45  25531 |   15  8086    0.2185    0.0146    0.0049 |
  526.500     3     3     3.0     45  25576 |   15  8101    0.2163    0.0144    0.0048 |
  527.475     3     3     3.0     45  25621 |   15  8116    0.2195    0.0146    0.0049 |
  528.450     3     3     3.0     45  25666 |   15  8131    0.2151    0.0143    0.0048 |
  529.425     3     3     3.0     45  25711 |   15  8146    0.2161    0.0144    0.0048 |
  530.400     3     3     3.0     45  25756 |   15  8161    0.2163    0.0144    0.0048 |
  531.375     3     3     3.0     45  25801 |   15  8176    0.2147    0.0143    0.0048 |
  532.350     2     3     2.4     36  25837 |   15  8191    0.1861    0.0124    0.0052 |
  533.325     2     2     2.0     30  25867 |   15  8206    0.1679    0.0112    0.0056 |
  534.300     2     2     2.0     30  25897 |   15  8221    0.1649    0.0110    0.0055 |
  535.275     2     2     2.0     30  25927 |   15  8236    0.1645    0.0110    0.0055 |
  536.250     2     2     2.0     30  25957 |   15  8251    0.1675    0.0112    0.0056 |
  537.225     2     2     2.0     30  25987 |   15  8266    0.1655    0.0110    0.0055 |
  538.200     2     2     2.0     30  26017 |   15  8281    0.1666    0.0111    0.0056 |
  539.175     2     2     2.0     30  26047 |   15  8296    0.1658    0.0111    0.0055 |
  540.150     2     2     2.0     30  26077 |   15  8311    0.1684    0.0112    0.0056 |
  541.125     2     2     2.0     30  26107 |   15  8326    0.1658    0.0111    0.0055 |
  542.100     2     2     2.0     30  26137 |   15  8341    0.1668    0.0111    0.0056 |
  543.075     2     2     2.0     30  26167 |   15  8356    0.1650    0.0110    0.0055 |
  544.050     2     2     2.0     30  26197 |   15  8371    0.1647    0.0110    0.0055 |
  545.025     2     2     2.0     30  26227 |   15  8386    0.1675    0.0112    0.0056 |
  546.000     2     2     2.0     30  26257 |   15  8401    0.1669    0.0111    0.0056 |
  546.975     2     2     2.0     30  26287 |   15  8416    0.1651    0.0110    0.0055 |
  547.950     2     2     2.0     30  26317 |   15  8431    0.1661    0.0111    0.0055 |
  548.925     2     2     2.0     30  26347 |   15  8446    0.1677    0.0112    0.0056 |
  549.900     2     2     2.0     30  26377 |   15  8461    0.1657    0.0110    0.0055 |
  550.875     2     2     2.0     30  26407 |   15  8476    0.1662    0.0111    0.0055 |
  551.850     2     2     2.0     30  26437 |   15  8491    0.1649    0.0110    0.0055 |
  552.825     2     2     2.0     30  26467 |   15  8506    0.1674    0.0112    0.0056 |
  553.800     2     2     2.0     30  26497 |   15  8521    0.1690    0.0113    0.0056 |
  554.775     2     2     2.0     30  26527 |   15  8536    0.1656    0.0110    0.0055 |
  555.750     2     2     2.0     30  26557 |   15  8551    0.1657    0.0110    0.0055 |
  556.725     2     2     2.0     30  26587 |   15  8566    0.1657    0.0110    0.0055 |
  557.700     2     2     2.0     30  26617 |   15  8581    0.1662    0.0111    0.0055 |
  558.675     2     2     2.0     30  26647 |   15  8596    0.1657    0.0110    0.0055 |
  559.650     2     2     2.0     30  26677 |   15  8611    0.1670    0.0111    0.0056 |
  560.625     2     2     2.0     30  26707 |   15  8626    0.1657    0.0110    0.0055 |
  561.600     2     2     2.0     30  26737 |   15  8641    0.1649    0.0110    0.0055 |
  562.575     2     2     2.0     30  26767 |   15  8656    0.1651    0.0110    0.0055 |
  563.550     2     2     2.0     30  26797 |   15  8671    0.1653    0.0110    0.0055 |
  564.525     2     2     2.0     30  26827 |   15  8686    0.1689    0.0113    0.0056 |
  565.500     2     2     2.0     30  26857 |   15  8701    0.1661    0.0111    0.0055 |
  566.475     2     2     2.0     30  26887 |   15  8716    0.1653    0.0110    0.0055 |
  567.450     2     2     2.0     30  26917 |   15  8731    0.1655    0.0110    0.0055 |
  568.425     2     2     2.0     30  26947 |   15  8746    0.1646    0.0110    0.0055 |
  569.400     1     2     1.6     24  26971 |   15  8761    0.1452    0.0097    0.0061 |
  570.375     1     1     1.0     15  26986 |   15  8776    0.1148    0.0077    0.0077 |
  571.350     1     1     1.0     15  27001 |   15  8791    0.1152    0.0077    0.0077 |
  572.325     1     1     1.0     15  27016 |   15  8806    0.1147    0.0076    0.0076 |
  573.300     1     1     1.0     15  27031 |   15  8821    0.1148    0.0077    0.0077 |
  574.275     1     1     1.0     15  27046 |   15  8836    0.1152    0.0077    0.0077 |
  575.250     1     1     1.0     15  27061 |   15  8851    0.1164    0.0078    0.0078 |
  576.225     1     1     1.0     15  27076 |   15  8866    0.1159    0.0077    0.0077 |
  577.200     1     1     1.0     15  27091 |   15  8881    0.1149    0.0077    0.0077 |
  578.175     1     1     1.0     15  27106 |   15  8896    0.1164    0.0078    0.0078 |
  579.150     1     1     1.0     15  27121 |   15  8911    0.1155    0.0077    0.0077 |
  580.125     1     1     1.0     15  27136 |   15  8926    0.1147    0.0076    0.0076 |
  581.100     1     1     1.0     15  27151 |   15  8941    0.1148    0.0077    0.0077 |
  582.075     1     1     1.0     15  27166 |   15  8956    0.1158    0.0077    0.0077 |
  583.050     1     1     1.0     15  27181 |   15  8971    0.1149    0.0077    0.0077 |
  584.025     1     1     1.0     15  27196 |   15  8986    0.1153    0.0077    0.0077 |
  585.000     1     1     1.0     15  27211 |   15  9001    0.1157    0.0077    0.0077 |
  585.975     1     1     1.0     15  27226 |   15  9016    0.1151    0.0077    0.0077 |
  586.950     1     1     1.0     15  27241 |   15  9031    0.1158    0.0077    0.0077 |
  587.925     1     1     1.0     15  27256 |   15  9046    0.1149    0.0077    0.0077 |
  588.900     1     1     1.0     15  27271 |   15  9061    0.1147    0.0076    0.0076 |
  589.875     1     1     1.0     15  27286 |   15  9076    0.1151    0.0077    0.0077 |
  590.850     1     1     1.0     15  27301 |   15  9091    0.1156    0.0077    0.0077 |
  591.825     1     1     1.0     15  27316 |   15  9106    0.1153    0.0077    0.0077 |
  592.800     1     1     1.0     15  27331 |   15  9121    0.1156    0.0077    0.0077 |
  593.775     1     1     1.0     15  27346 |   15  9136    0.1149    0.0077    0.0077 |
  594.750     1     1     1.0     15  27361 |   15  9151    0.1180    0.0079    0.0079 |
  595.725     1     1     1.0     15  27376 |   15  9166    0.1152    0.0077    0.0077 |
  596.700     1     1     1.0     15  27391 |   15  9181    0.1150    0.0077    0.0077 |
  597.675     1     1     1.0     15  27406 |   15  9196    0.1149    0.0077    0.0077 |
  598.650     1     1     1.0     15  27421 |   15  9211    0.1147    0.0076    0.0076 |
  599.625     1     1     1.0     15  27436 |   15  9226    0.1157    0.0077    0.0077 |
  600.600     1     1     1.0     15  27451 |   15  9241    0.1150    0.0077    0.0077 |
  601.575     1     1     1.0     15  27466 |   15  9256    0.1154    0.0077    0.0077 |
  602.550     1     1     1.0     15  27481 |   15  9271    0.1149    0.0077    0.0077 |
  603.525     1     1     1.0     15  27496 |   15  9286    0.1148    0.0077    0.0077 |
  604.500     1     1     1.0     15  27511 |   15  9301    0.1157    0.0077    0.0077 |
  605.475     1     1     1.0     15  27526 |   15  9316    0.1167    0.0078    0.0078 |
  606.450     1     1     1.0     15  27541 |   15  9331    0.1157    0.0077    0.0077 |
  607.425     1     1     1.0     15  27556 |   15  9346    0.1168    0.0078    0.0078 |
  608.400     1     1     1.0     15  27571 |   15  9361    0.1167    0.0078    0.0078 |
  609.375     1     1     1.0     15  27586 |   15  9376    0.1196    0.0080    0.0080 |
  610.350     1     1     1.0     15  27601 |   15  9391    0.1192    0.0079    0.0079 |
  611.325     1     1     1.0     15  27616 |   15  9406    0.1183    0.0079    0.0079 |
  612.300     1     1     1.0     15  27631 |   15  9421    0.1161    0.0077    0.0077 |
  613.275     1     1     1.0     15  27646 |   15  9436    0.1153    0.0077    0.0077 |
  614.250     1     1     1.0     15  27661 |   15  9451    0.1170    0.0078    0.0078 |
  615.225     1     1     1.0     15  27676 |   15  9466    0.1163    0.0078    0.0078 |
  616.200     1     1     1.0     15  27691 |   15  9481    0.1193    0.0080    0.0080 |
  617.175     1     1     1.0     15  27706 |   15  9496    0.1165    0.0078    0.0078 |
  618.150     1     1     1.0     15  27721 |   15  9511    0.1170    0.0078    0.0078 |
  619.125     1     1     1.0     15  27736 |   15  9526    0.1156    0.0077    0.0077 |
  620.100     1     1     1.0     15  27751 |   15  9541    0.1159    0.0077    0.0077 |
  621.075     1     1     1.0     15  27766 |   15  9556    0.1152    0.0077    0.0077 |
  622.050     1     1     1.0     15  27781 |   15  9571    0.1165    0.0078    0.0078 |
  623.025     1     1     1.0     15  27796 |   15  9586    0.1161    0.0077    0.0077 |
  624.000     1     1     1.0     15  27811 |   15  9601    0.1162    0.0077    0.0077 |
  624.975     1     1     1.0     15  27826 |   15  9616    0.1158    0.0077    0.0077 |
  625.950     1     1     1.0     15  27841 |   15  9631    0.1152    0.0077    0.0077 |
  626.925     1     1     1.0     15  27856 |   15  9646    0.1194    0.0080    0.0080 |
  627.900     1     1     1.0     15  27871 |   15  9661    0.1163    0.0078    0.0078 |
  628.875     1     1     1.0     15  27886 |   15  9676    0.1152    0.0077    0.0077 |
  629.850     1     1     1.0     15  27901 |   15  9691    0.1154    0.0077    0.0077 |
  630.825     1     1     1.0     15  27916 |   15  9706    0.1158    0.0077    0.0077 |
  631.800     1     1     1.0     15  27931 |   15  9721    0.1161    0.0077    0.0077 |
  632.775     1     1     1.0     15  27946 |   15  9736    0.1153    0.0077    0.0077 |
  633.750     1     1     1.0     15  27961 |   15  9751    0.1159    0.0077    0.0077 |
  634.725     1     1     1.0     15  27976 |   15  9766    0.1156    0.0077    0.0077 |
  635.700     0     1     0.5      7  27983 |   15  9781    0.0881    0.0059    0.0126 |
  636.675     0     0     0.0      0  27983 |   15  9796    0.0651    0.0043    0.0000 |
  637.650     0     0     0.0      0  27983 |   15  9811    0.0649    0.0043    0.0000 |
  638.625     0     0     0.0      0  27983 |   15  9826    0.0650    0.0043    0.0000 |
  639.600     0     0     0.0      0  27983 |   15  9841    0.0665    0.0044    0.0000 |
  640.575     0     0     0.0      0  27983 |   15  9856    0.0651    0.0043    0.0000 |
  641.550     0     0     0.0      0  27983 |   15  9871    0.0648    0.0043    0.0000 |
  642.525     0     0     0.0      0  27983 |   15  9886    0.0646    0.0043    0.0000 |
  643.500     0     0     0.0      0  27983 |   15  9901    0.0646    0.0043    0.0000 |
  644.475     0     0     0.0      0  27983 |   15  9916    0.0647    0.0043    0.0000 |
  645.450     0     0     0.0      0  27983 |   15  9931    0.0647    0.0043    0.0000 |
  646.425     0     0     0.0      0  27983 |   15  9946    0.0646    0.0043    0.0000 |
  647.400     0     0     0.0      0  27983 |   15  9961    0.0646    0.0043    0.0000 |
  648.375     0     0     0.0      0  27983 |   15  9976    0.0650    0.0043    0.0000 |
