          ----- ----- -------  -----  ----- | ---- ----- --------- --------- --------- |
  328.575     4     4     4.0     60   8148 |   15  5056    0.2933    0.0196    0.0049 |
  329.550     4     4     4.0     60   8208 |   15  5071    0.2934    0.0196    0.0049 |
  330.525     4     4     4.0     60   8268 |   15  5086    0.2939    0.0196    0.0049 |
  331.500     4     4     4.0     60   8328 |   15  5101    0.2936    0.0196    0.0049 |
  332.475     4     4     4.0     60   8388 |   15  5116    0.2936    0.0196    0.0049 |
  333.450     4     4     4.0     60   8448 |   15  5131    0.2938    0.0196    0.0049 |
  334.425     4     4     4.0     60   8508 |   15  5146    0.2944    0.0196    0.0049 |
  335.400     4     4     4.0     60   8568 |   15  5161    0.2937    0.0196    0.0049 |
  336.375     4     4     4.0     60   8628 |   15  5176    0.2932    0.0195    0.0049 |
  337.350     4     4     4.0     60   8688 |   15  5191    0.2942    0.0196    0.0049 |
  338.325     4     4     4.0     60   8748 |   15  5206    0.2934    0.0196    0.0049 |
  339.300     4     4     4.0     60   8808 |   15  5221    0.2934    0.0196    0.0049 |
  340.275     4     4     4.0     60   8868 |   15  5236    0.2935    0.0196    0.0049 |
  341.250     4     4     4.0     60   8928 |   15  5251    0.2934    0.0196    0.0049 |
  342.225     4     4     4.0     60   8988 |   15  5266    0.2940    0.0196    0.0049 |
  343.200     4     4     4.0     60   9048 |   15  5281    0.2934    0.0196    0.0049 |
  344.175     4     4     4.0     60   9108 |   15  5296    0.2936    0.0196    0.0049 |
  345.150     4     4     4.0     60   9168 |   15  5311    0.2933    0.0196    0.0049 |
  346.125     4     4     4.0     60   9228 |   15  5326    0.2933    0.0196    0.0049 |
  347.100     4     4     4.0     60   9288 |   15  5341    0.2933    0.0196    0.0049 |
  348.075     4     4     4.0     60   9348 |   15  5356    0.2936    0.0196    0.0049 |
  349.050     4     4     4.0     60   9408 |   15  5371    0.2931    0.0195    0.0049 |
  350.025     4     4     4.0     60   9468 |   15  5386    0.2937    0.0196    0.0049 |
  351.000     4     4     4.0     60   9528 |   15  5401    0.2947    0.0196    0.0049 |
  351.975     4     4     4.0     60   9588 |   15  5416    0.2931    0.0195    0.0049 |
  352.950     4     4     4.0     60   9648 |   15  5431    0.2931    0.0195    0.0049 |
  353.925     4     4     4.0     60   9708 |   15  5446    0.2929    0.0195    0.0049 |
  354.900     4     4     4.0     60   9768 |   15  5461    0.2931    0.0195    0.0049 |
  355.875     4     4     4.0     60   9828 |   15  5476    0.2937    0.0196    0.0049 |
  356.850     4     4     4.0     60   9888 |   15  5491    0.2930    0.0195    0.0049 |
  357.825     4     4     4.0     60   9948 |   15  5506    0.2930    0.0195    0.0049 |
  358.800     4     4     4.0     60  10008 |   15  5521    0.2936    0.0196    0.0049 |
  359.775     4     4     4.0     60  10068 |   15  5536    0.2933    0.0196    0.0049 |
  360.750     4     4     4.0     60  10128 |   15  5551    0.2933    0.0196    0.0049 |
  361.725     4     4     4.0     60  10188 |   15  5566    0.2938    0.0196    0.0049 |
  362.700     4     4     4.0     60  10248 |   15  5581    0.2929    0.0195    0.0049 |
  363.675     4     4     4.0     60  10308 |   15  5596    0.2925    0.0195    0.0049 |
  364.650     4     4     4.0     60  10368 |   15  5611    0.2943    0.0196    0.0049 |
  365.625     4     4     4.0     60  10428 |   15  5626    0.2932    0.0195    0.0049 |
  366.600     4     4     4.0     60  10488 |   15  5641    0.2936    0.0196    0.0049 |
  367.575     4     4     4.0     60  10548 |   15  5656    0.2932    0.0195    0.0049 |
  368.550     4     4     4.0     60  10608 |   15  5671    0.2936    0.0196    0.0049 |
  369.525     4     4     4.0     60  10668 |   15  5686    0.2936    0.0196    0.0049 |
  370.500     4     4     4.0     60  10728 |   15  5701    0.2938    0.0196    0.0049 |
  371.475     4     4     4.0     60  10788 |   15  5716    0.2932    0.0195    0.0049 |
  372.450     4     4     4.0     60  10848 |   15  5731    0.2929    0.0195    0.0049 |
  373.425     4     4     4.0     60  10908 |   15  5746    0.2933    0.0196    0.0049 |
  374.400     4     4     4.0     60  10968 |   15  5761    0.2935    0.0196    0.0049 |
  375.375     4     4     4.0     60  11028 |   15  5776    0.2931    0.0195    0.0049 |
  376.350     4     4     4.0     60  11088 |   15  5791    0.2950    0.0197    0.0049 |
  377.325     4     4     4.0     60  11148 |   15  5806    0.2932    0.0195    0.0049 |
  378.300     4     4     4.0     60  11208 |   15  5821    0.2933    0.0196    0.0049 |
  379.275     4     4     4.0     60  11268 |   15  5836    0.2938    0.0196    0.0049 |
  380.250     4     4     4.0     60  11328 |   15  5851    0.2938    0.0196    0.0049 |
  381.225     4     4     4.0     60  11388 |   15  5866    0.2928    0.0195    0.0049 |
  382.200     4     4     4.0     60  11448 |   15  5881    0.2992    0.0199    0.0050 |
  383.175     4     4     4.0     60  11508 |   15  5896    0.2970    0.0198    0.0049 |
  384.150     4     4     4.0     60  11568 |   15  5911    0.2986    0.0199    0.0050 |
  385.125     4     4     4.0     60  11628 |   15  5926    0.2947    0.0196    0.0049 |
  386.100     4     4     4.0     60  11688 |   15  5941    0.2936    0.0196    0.0049 |
  387.075     4     4     4.0     60  11748 |   15  5956    0.2943    0.0196    0.0049 |
  388.050     4     4     4.0     60  11808 |   15  5971    0.2938    0.0196    0.0049 |
  389.025     4     4     4.0     60  11868 |   15  5986    0.2933    0.0196    0.0049 |
  390.000     4     4     4.0     60  11928 |   15  6001    0.2942    0.0196    0.0049 |
  390.975     4     4     4.0     60  11988 |   15  6016    0.2939    0.0196    0.0049 |
  391.950     4     4     4.0     60  12048 |   15  6031    0.2946    0.0196    0.0049 |
  392.925     4     4     4.0     60  12108 |   15  6046    0.2944    0.0196    0.0049 |
  393.900     4     4     4.0     60  12168 |   15  6061    0.2943    0.0196    0.0049 |
  394.875     4     4     4.0     60  12228 |   15  6076    0.2933    0.0196    0.0049 |
  395.850     4     4     4.0     60  12288 |   15  6091    0.2952    0.0197    0.0049 |
  396.825     4     4     4.0     60  12348 |   15  6106    0.2950    0.0197    0.0049 |
  397.800     4     4     4.0     60  12408 |   15  6121    0.2953    0.0197    0.0049 |
  398.775     4     4     4.0     60  12468 |   15  6136    0.2951    0.0197    0.0049 |
  399.750     4     4     4.0     60  12528 |   15  6151    0.2941    0.0196    0.0049 |
  400.725     4     4     4.0     60  12588 |   15  6166    0.2933    0.0196    0.0049 |
  401.700     4     4     4.0     60  12648 |   15  6181    0.2938    0.0196    0.0049 |
  402.675     4     4     4.0     60  12708 |   15  6196    0.2926    0.0195    0.0049 |
  403.650     4     4     4.0     60  12768 |   15  6211    0.2940    0.0196    0.0049 |
  404.625     4     4     4.0     60  12828 |   15  6226    0.2936    0.0196    0.0049 |
  405.600     4     4     4.0     60  12888 |   15  6241    0.2933    0.0196    0.0049 |
  406.575     4     4     4.0     60  12948 |   15  6256    0.2934    0.0196    0.0049 |
  407.550     4     4     4.0     60  13008 |   15  6271    0.2937    0.0196    0.0049 |
  408.525     4     4     4.0     60  13068 |   15  6286    0.2934    0.0196    0.0049 |
  409.500     4     4     4.0     60  13128 |   15  6301    0.2935    0.0196    0.0049 |
  410.475     4     4     4.0     60  13188 |   15  6316    0.2939    0.0196    0.0049 |
  411.450     4     4     4.0     60  13248 |   15  6331    0.2930    0.0195    0.0049 |
  412.425     4     4     4.0     60  13308 |   15  6346    0.2935    0.0196    0.0049 |
  413.400     4     4     4.0     60  13368 |   15  6361    0.2938    0.0196    0.0049 |
  414.375     4     4     4.0     60  13428 |   15  6376    0.2934    0.0196    0.0049 |
  415.350     4     4     4.0     60  13488 |   15  6391    0.2943    0.0196    0.0049 |
  416.325     4     4     4.0     60  13548 |   15  6406    0.2937    0.0196    0.0049 |
  417.300     4     4     4.0     60  13608 |   15  6421    0.2935    0.0196    0.0049 |
  418.275     4     4     4.0     60  13668 |   15  6436    0.2929    0.0195    0.0049 |
  419.250     4     4     4.0     60  13728 |   15  6451    0.2937    0.0196    0.0049 |
  420.225     4     4     4.0     60  13788 |   15  6466    0.2935    0.0196    0.0049 |
  421.200     4     4     4.0     60  13848 |   15  6481    0.2932    0.0195    0.0049 |
  422.175     4     4     4.0     60  13908 |   15  6496    0.2955    0.0197    0.0049 |
  423.150     4     4     4.0     60  13968 |   15  6511    0.2933    0.0196    0.0049 |
  424.125     4     4     4.0     60  14028 |   15  6526    0.2943    0.0196    0.0049 |
  425.100     4     4     4.0     60  14088 |   15  6541    0.2935    0.0196    0.0049 |
  426.075     4     4     4.0     60  14148 |   15  6556    0.2937    0.0196    0.0049 |
  427.050     4     4     4.0     60  14208 |   15  6571    0.2943    0.0196    0.0049 |
  428.025     4     4     4.0     60  14268 |   15  6586    0.2938    0.0196    0.0049 |
  429.000     4     4     4.0     60  14328 |   15  6601    0.2933    0.0196    0.0049 |
  429.975     4     4     4.0     60  14388 |   15  6616    0.2937    0.0196    0.0049 |
  430.950     4     4     4.0     60  14448 |   15  6631    0.2935    0.0196    0.0049 |
  431.925     4     4     4.0     60  14508 |   15  6646    0.2943    0.0196    0.0049 |
  432.900     4     4     4.0     60  14568 |   15  6661    0.2937    0.0196    0.0049 |
  433.875     4     4     4.0     60  14628 |   15  6676    0.2936    0.0196    0.0049 |
  434.850     4     4     4.0     60  14688 |   15  6691    0.2946    0.0196    0.0049 |
  435.825     4     4     4.0     60  14748 |   15  6706    0.2932    0.0195    0.0049 |
  436.800     4     4     4.0     60  14808 |   15  6721    0.2934    0.0196    0.0049 |
  437.775     4     4     4.0     60  14868 |   15  6736    0.2989    0.0199    0.0050 |
  438.750     4     4     4.0     60  14928 |   15  6751    0.2981    0.0199    0.0050 |
  439.725     4     4     4.0     60  14988 |   15  6766    0.2949    0.0197    0.0049 |
  440.700     4     4     4.0     60  15048 |   15  6781    0.2973    0.0198    0.0050 |
  441.675     4     4     4.0     60  15108 |   15  6796    0.2936    0.0196    0.0049 |
  442.650     4     4     4.0     60  15168 |   15  6811    0.2937    0.0196    0.0049 |
  443.625     4     4     4.0     60  15228 |   15  6826    0.2941    0.0196    0.0049 |
  444.600     4     4     4.0     60  15288 |   15  6841    0.2935    0.0196    0.0049 |
  445.575     4     4     4.0     60  15348 |   15  6856    0.2935    0.0196    0.0049 |
  446.550     4     4     4.0     60  15408 |   15  6871    0.3002    0.0200    0.0050 |
  447.525     4     4     4.0     60  15468 |   15  6886    0.2932    0.0195    0.0049 |
  448.500     4     4     4.0     60  15528 |   15  6901    0.2930    0.0195    0.0049 |
  449.475     4     4     4.0     60  15588 |   15  6916    0.2925    0.0195    0.0049 |
  450.450     4     4     4.0     60  15648 |   15  6931    0.2928    0.0195    0.0049 |
  451.425     4     4     4.0     60  15708 |   15  6946    0.2948    0.0197    0.0049 |
  452.400     4     4     4.0     60  15768 |   15  6961    0.2928    0.0195    0.0049 |
  453.375     4     4     4.0     60  15828 |   15  6976    0.2937    0.0196    0.0049 |
  454.350     4     4     4.0     60  15888 |   15  6991    0.2951    0.0197    0.0049 |
  455.325     4     4     4.0     60  15948 |   15  7006    0.2932    0.0195    0.0049 |
  456.300     4     4     4.0     60  16008 |   15  7021    0.2928    0.0195    0.0049 |
  457.275     4     4     4.0     60  16068 |   15  7036    0.2950    0.0197    0.0049 |
  458.250     4     4     4.0     60  16128 |   15  7051    0.2935    0.0196    0.0049 |
  459.225     4     4     4.0     60  16188 |   15  7066    0.2926    0.0195    0.0049 |
  460.200     4     4     4.0     60  16248 |   15  7081    0.2947    0.0196    0.0049 |
  461.175     4     4     4.0     60  16308 |   15  7096    0.2930    0.0195    0.0049 |
  462.150     4     4     4.0     60  16368 |   15  7111    0.2936    0.0196    0.0049 |
  463.125     4     4     4.0     60  16428 |   15  7126    0.2928    0.0195    0.0049 |
  464.100     4     4     4.0     60  16488 |   15  7141    0.2932    0.0195    0.0049 |
  465.075     4     4     4.0     60  16548 |   15  7156    0.2928    0.0195    0.0049 |
  466.050     4     4     4.0     60  16608 |   15  7171    0.2935    0.0196    0.0049 |
  467.025     4     4     4.0     60  16668 |   15  7186    0.2931    0.0195    0.0049 |
  468.000     4     4     4.0     60  16728 |   15  7201    0.2933    0.0196    0.0049 |
  468.975     4     4     4.0     60  16788 |   15  7216    0.2942    0.0196    0.0049 |
  469.950     4     4     4.0     60  16848 |   15  7231    0.2933    0.0196    0.0049 |
  470.925     4     4     4.0     60  16908 |   15  7246    0.2998    0.0200    0.0050 |
  471.900     4     4     4.0     60  16968 |   15  7261    0.2983    0.0199    0.0050 |
  472.875     4     4     4.0     60  17028 |   15  7276    0.2968    0.0198    0.0049 |
  473.850     4     4     4.0     60  17088 |   15  7291    0.3003    0.0200    0.0050 |
  474.825     4     4     4.0     60  17148 |   15  7306    0.2955    0.0197    0.0049 |
  475.800     4     4     4.0     60  17208 |   15  7321    0.2947    0.0196    0.0049 |
  476.775     4     4     4.0     60  17268 |   15  7336    0.2942    0.0196    0.0049 |
  477.750     4     4     4.0     60  17328 |   15  7351    0.2931    0.0195    0.0049 |
  478.725     4     4     4.0     60  17388 |   15  7366    0.2933    0.0196    0.0049 |
  479.700     4     4     4.0     60  17448 |   15  7381    0.2935    0.0196    0.0049 |
  480.675     4     4     4.0     60  17508 |   15  7396    0.2938    0.0196    0.0049 |
  481.650     4     4     4.0     60  17568 |   15  7411    0.2934    0.0196    0.0049 |
  482.625     4     4     4.0     60  17628 |   15  7426    0.2937    0.0196    0.0049 |
  483.600     4     4     4.0     60  17688 |   15  7441    0.2934    0.0196    0.0049 |
  484.575     4     4     4.0     60  17748 |   15  7456    0.2949    0.0197    0.0049 |
  485.550     4     4     4.0     60  17808 |   15  7471    0.2939    0.0196    0.0049 |
  486.525     4     4     4.0     60  17868 |   15  7486    0.2941    0.0196    0.0049 |
  487.500     4     4     4.0     60  17928 |   15  7501    0.2938    0.0196    0.0049 |
  488.475     4     4     4.0     60  17988 |   15  7516    0.2945    0.0196    0.0049 |
  489.450     4     4     4.0     60  18048 |   15  7531    0.2937    0.0196    0.0049 |
  490.425     4     4     4.0     60  18108 |   15  7546    0.2934    0.0196    0.0049 |
  491.400     4     4     4.0     60  18168 |   15  7561    0.2939    0.0196    0.0049 |
  492.375     4     4     4.0     60  18228 |   15  7576    0.2940    0.0196    0.0049 |
  493.350     4     4     4.0     60  18288 |   15  7591    0.3270    0.0218    0.0055 |
  494.325     4     4     4.0     60  18348 |   15  7606    0.2938    0.0196    0.0049 |
  495.300     4     4     4.0     60  18408 |   15  7621    0.2977    0.0198    0.0050 |
  496.275     4     4     4.0     60  18468 |   15  7636    0.2978    0.0199    0.0050 |
  497.250     4     4     4.0     60  18528 |   15  7651    0.2989    0.0199    0.0050 |
  498.225     4     4     4.0     60  18588 |   15  7666    0.2987    0.0199    0.0050 |
  499.200     4     4     4.0     60  18648 |   15  7681    0.2988    0.0199    0.0050 |
  500.175     4     4     4.0     60  18708 |   15  7696    0.2990    0.0199    0.0050 |
  501.150     4     4     4.0     60  18768 |   15  7711    0.2982    0.0199    0.0050 |
  502.125     4     4     4.0     60  18828 |   15  7726    0.2997    0.0200    0.0050 |
  503.100     4     4     4.0     60  18888 |   15  7741    0.2968    0.0198    0.0049 |
  504.075     4     4     4.0     60  18948 |   15  7756    0.2977    0.0198    0.0050 |
  505.050     4     4     4.0     60  19008 |   15  7771    0.2958    0.0197    0.0049 |
  506.025     4     4     4.0     60  19068 |   15  7786    0.2956    0.0197    0.0049 |
  507.000     4     4     4.0     60  19128 |   15  7801    0.2955    0.0197    0.0049 |
  507.975     4     4     4.0     60  19188 |   15  7816    0.2973    0.0198    0.0050 |
  508.950     4     4     4.0     60  19248 |   15  7831    0.2968    0.0198    0.0049 |
  509.925     4     4     4.0     60  19308 |   15  7846    0.2960    0.0197    0.0049 |
  510.900     4     4     4.0     60  19368 |   15  7861    0.2972    0.0198    0.0050 |
  511.875     4     4     4.0     60  19428 |   15  7876    0.2930    0.0195    0.0049 |
  512.850     4     4     4.0     60  19488 |   15  7891    0.2932    0.0195    0.0049 |
  513.825     4     4     4.0     60  19548 |   15  7906    0.2936    0.0196    0.0049 |
  514.800     4     4     4.0     60  19608 |   15  7921    0.2935    0.0196    0.0049 |
  515.775     4     4     4.0     60  19668 |   15  7936    0.2937    0.0196    0.0049 |
  516.750     4     4     4.0     60  19728 |   15  7951    0.2931    0.0195    0.0049 |
  517.725     4     4     4.0     60  19788 |   15  7966    0.2939    0.0196    0.0049 |
  518.700     4     4     4.0     60  19848 |   15  7981    0.2936    0.0196    0.0049 |
  519.675     4     4     4.0     60  19908 |   15  7996    0.2934    0.0196    0.0049 |
  520.650     4     4     4.0     60  19968 |   15  8011    0.2932    0.0195    0.0049 |
  521.625     4     4     4.0     60  20028 |   15  8026    0.2939    0.0196    0.0049 |
  522.600     4     4     4.0     60  20088 |   15  8041    0.2939    0.0196    0.0049 |
  523.575     4     4     4.0     60  20148 |   15  8056    0.2934    0.0196    0.0049 |
  524.550     4     4     4.0     60  20208 |   15  8071    0.2937    0.0196    0.0049 |
  525.525     4     4     4.0     60  20268 |   15  8086    0.2936    0.0196    0.0049 |
  526.500     4     4     4.0     60  20328 |   15  8101    0.2937    0.0196    0.0049 |
  527.475     4     4     4.0     60  20388 |   15  8116    0.2945    0.0196    0.0049 |
  528.450     4     4     4.0     60  20448 |   15  8131    0.2933    0.0196    0.0049 |
  529.425     4     4     4.0     60  20508 |   15  8146    0.2938    0.0196    0.0049 |
  530.400     4     4     4.0     60  20568 |   15  8161    0.2934    0.0196    0.0049 |
  531.375     4     4     4.0     60  20628 |   15  8176    0.2934    0.0196    0.0049 |
  532.350     4     4     4.0     60  20688 |   15  8191    0.2933    0.0196    0.0049 |
  533.325     4     4     4.0     60  20748 |   15  8206    0.2937    0.0196    0.0049 |
  534.300     4     4     4.0     60  20808 |   15  8221    0.2934    0.0196    0.0049 |
  535.275     4     4     4.0     60  20868 |   15  8236    0.2940    0.0196    0.0049 |
  536.250     4     4     4.0     60  20928 |   15  8251    0.2939    0.0196    0.0049 |
  537.225     4     4     4.0     60  20988 |   15  8266    0.2937    0.0196    0.0049 |
  538.200     4     4     4.0     60  21048 |   15  8281    0.2941    0.0196    0.0049 |
  539.175     4     4     4.0     60  21108 |   15  8296    0.2938    0.0196    0.0049 |
  540.150     4     4     4.0     60  21168 |   15  8311    0.2948    0.0197    0.0049 |
  541.125     4     4     4.0     60  21228 |   15  8326    0.2942    0.0196    0.0049 |
  542.100     4     4     4.0     60  21288 |   15  8341    0.2932    0.0195    0.0049 |
  543.075     4     4     4.0     60  21348 |   15  8356    0.2937    0.0196    0.0049 |
  544.050     4     4     4.0     60  21408 |   15  8371    0.2941    0.0196    0.0049 |
  545.025     4     4     4.0     60  21468 |   15  8386    0.2941    0.0196    0.0049 |
  546.000     4     4     4.0     60  21528 |   15  8401    0.2934    0.0196    0.0049 |
  546.975     4     4     4.0     60  21588 |   15  8416    0.2935    0.0196    0.0049 |
  547.950     4     4     4.0     60  21648 |   15  8431    0.2931    0.0195    0.0049 |
  548.925     4     4     4.0     60  21708 |   15  8446    0.2932    0.0195    0.0049 |
  549.900     4     4     4.0     60  21768 |   15  8461    0.2939    0.0196    0.0049 |
  550.875     4     4     4.0     60  21828 |   15  8476    0.2928    0.0195    0.0049 |
  551.850     4     4     4.0     60  21888 |   15  8491    0.2938    0.0196    0.0049 |
  552.825     4     4     4.0     60  21948 |   15  8506    0.2938    0.0196    0.0049 |
  553.800     4     4     4.0     60  22008 |   15  8521    0.2937    0.0196    0.0049 |
  554.775     4     4     4.0     60  22068 |   15  8536    0.2936    0.0196    0.0049 |
  555.750     4     4     4.0     60  22128 |   15  8551    0.2938    0.0196    0.0049 |
  556.725     4     4     4.0     60  22188 |   15  8566    0.2933    0.0196    0.0049 |
  557.700     4     4     4.0     60  22248 |   15  8581    0.2950    0.0197    0.0049 |
  558.675     4     4     4.0     60  22308 |   15  8596    0.2933    0.0196    0.0049 |
  559.650     4     4     4.0     60  22368 |   15  8611    0.2937    0.0196    0.0049 |
  560.625     4     4     4.0     60  22428 |   15  8626    0.2936    0.0196    0.0049 |
  561.600     4     4     4.0     60  22488 |   15  8641    0.2940    0.0196    0.0049 |
  562.575     4     4     4.0     60  22548 |   15  8656    0.2936    0.0196    0.0049 |
  563.550     4     4     4.0     60  22608 |   15  8671    0.2936    0.0196    0.0049 |
  564.525     4     4     4.0     60  22668 |   15  8686    0.2944    0.0196    0.0049 |
  565.500     4     4     4.0     60  22728 |   15  8701    0.2933    0.0196    0.0049 |
  566.475     4     4     4.0     60  22788 |   15  8716    0.2939    0.0196    0.0049 |
  567.450     4     4     4.0     60  22848 |   15  8731    0.2932    0.0195    0.0049 |
  568.425     4     4     4.0     60  22908 |   15  8746    0.2940    0.0196    0.0049 |
  569.400     4     4     4.0     60  22968 |   15  8761    0.2939    0.0196    0.0049 |
  570.375     4     4     4.0     60  23028 |   15  8776    0.2937    0.0196    0.0049 |
  571.350     4     4     4.0     60  23088 |   15  8791    0.2942    0.0196    0.0049 |
  572.325     4     4     4.0     60  23148 |   15  8806    0.2937    0.0196    0.0049 |
  573.300     4     4     4.0     60  23208 |   15  8821    0.2937    0.0196    0.0049 |
  574.275     4     4     4.0     60  23268 |   15  8836    0.2932    0.0195    0.0049 |
  575.250     4     4     4.0     60  23328 |   15  8851    0.2952    0.0197    0.0049 |
  576.225     4     4     4.0     60  23388 |   15  8866    0.2933    0.0196    0.0049 |
  577.200     4     4     4.0     60  23448 |   15  8881    0.2930    0.0195    0.0049 |
  578.175     4     4     4.0     60  23508 |   15  8896    0.2935    0.0196    0.0049 |
  579.150     4     4     4.0     60  23568 |   15  8911    0.2944    0.0196    0.0049 |
  580.125     4     4     4.0     60  23628 |   15  8926    0.2937    0.0196    0.0049 |
  581.100     4     4     4.0     60  23688 |   15  8941    0.2938    0.0196    0.0049 |
  582.075     4     4     4.0     60  23748 |   15  8956    0.2937    0.0196    0.0049 |
  583.050     4     4     4.0     60  23808 |   15  8971    0.2935    0.0196    0.0049 |
  584.025     4     4     4.0     60  23868 |   15  8986    0.2938    0.0196    0.0049 |
  585.000     4     4     4.0     60  23928 |   15  9001    0.2934    0.0196    0.0049 |
  585.975     4     4     4.0     60  23988 |   15  9016    0.2992    0.0199    0.0050 |
  586.950     4     4     4.0     60  24048 |   15  9031    0.2940    0.0196    0.0049 |
  587.925     4     4     4.0     60  24108 |   15  9046    0.2941    0.0196    0.0049 |
  588.900     4     4     4.0     60  24168 |   15  9061    0.2938    0.0196    0.0049 |
  589.875     4     4     4.0     60  24228 |   15  9076    0.2932    0.0195    0.0049 |
  590.850     4     4     4.0     60  24288 |   15  9091    0.2933    0.0196    0.0049 |
  591.825     4     4     4.0     60  24348 |   15  9106    0.2947    0.0196    0.0049 |
  592.800     4     4     4.0     60  24408 |   15  9121    0.2934    0.0196    0.0049 |
  593.775     4     4     4.0     60  24468 |   15  9136    0.2936    0.0196    0.0049 |
  594.750     4     4     4.0     60  24528 |   15  9151    0.2931    0.0195    0.0049 |
  595.725     4     4     4.0     60  24588 |   15  9166    0.2934    0.0196    0.0049 |
  596.700     4     4     4.0     60  24648 |   15  9181    0.2933    0.0196    0.0049 |
  597.675     4     4     4.0     60  24708 |   15  9196    0.2936    0.0196    0.0049 |
  598.650     4     4     4.0     60  24768 |   15  9211    0.2930    0.0195    0.0049 |
  599.625     4     4     4.0     60  24828 |   15  9226    0.2936    0.0196    0.0049 |
  600.600     4     4     4.0     60  24888 |   15  9241    0.2932    0.0195    0.0049 |
  601.575     4     4     4.0     60  24948 |   15  9256    0.2938    0.0196    0.0049 |
  602.550     4     4     4.0     60  25008 |   15  9271    0.2934    0.0196    0.0049 |
  603.525     4     4     4.0     60  25068 |   15  9286    0.2941    0.0196    0.0049 |
  604.500     4     4     4.0     60  25128 |   15  9301    0.2937    0.0196    0.0049 |
  605.475     4     4     4.0     60  25188 |   15  9316    0.2936    0.0196    0.0049 |
  606.450     4     4     4.0     60  25248 |   15  9331    0.2935    0.0196    0.0049 |
  607.425     4     4     4.0     60  25308 |   15  9346    0.2937    0.0196    0.0049 |
  608.400     4     4     4.0     60  25368 |   15  9361    0.2932    0.0195    0.0049 |
  609.375     4     4     4.0     60  25428 |   15  9376    0.2928    0.0195    0.0049 |
  610.350     4     4     4.0     60  25488 |   15  9391    0.2941    0.0196    0.0049 |
  611.325     4     4     4.0     60  25548 |   15  9406    0.2943    0.0196    0.0049 |
  612.300     4     4     4.0     60  25608 |   15  9421    0.2931    0.0195    0.0049 |
  613.275     4     4     4.0     60  25668 |   15  9436    0.2932    0.0195    0.0049 |
  614.250     4     4     4.0     60  25728 |   15  9451    0.2939    0.0196    0.0049 |
  615.225     4     4     4.0     60  25788 |   15  9466    0.2933    0.0196    0.0049 |
  616.200     4     4     4.0     60  25848 |   15  9481    0.2939    0.0196    0.0049 |
  617.175     4     4     4.0     60  25908 |   15  9496    0.2936    0.0196    0.0049 |
  618.150     4     4     4.0     60  25968 |   15  9511    0.2940    0.0196    0.0049 |
  619.125     4     4     4.0     60  26028 |   15  9526    0.2932    0.0195    0.0049 |
  620.100     4     4     4.0     60  26088 |   15  9541    0.2936    0.0196    0.0049 |
  621.075     4     4     4.0     60  26148 |   15  9556    0.2936    0.0196    0.0049 |
  622.050     4     4     4.0     60  26208 |   15  9571    0.2933    0.0196    0.0049 |
  623.025     4     4     4.0     60  26268 |   15  9586    0.2937    0.0196    0.0049 |
  624.000     4     4     4.0     60  26328 |   15  9601    0.2947    0.0196    0.0049 |
  624.975     4     4     4.0     60  26388 |   15  9616    0.2943    0.0196    0.0049 |
  625.950     4     4     4.0     60  26448 |   15  9631    0.2933    0.0196    0.0049 |
  626.925     4     4     4.0     60  26508 |   15  9646    0.2937    0.0196    0.0049 |
  627.900     4     4     4.0     60  26568 |   15  9661    0.2934    0.0196    0.0049 |
  628.875     4     4     4.0     60  26628 |   15  9676    0.2934    0.0196    0.0049 |
  629.850     4     4     4.0     60  26688 |   15  9691    0.2937    0.0196    0.0049 |
  630.825     4     4     4.0     60  26748 |   15  9706    0.2943    0.0196    0.0049 |
  631.800     4     4     4.0     60  26808 |   15  9721    0.2934    0.0196    0.0049 |
  632.775     4     4     4.0     60  26868 |   15  9736    0.2933    0.0196    0.0049 |
  633.750     4     4     4.0     60  26928 |   15  9751    0.2936    0.0196    0.0049 |
  634.725     4     4     4.0     60  26988 |   15  9766    0.2934    0.0196    0.0049 |
  635.700     4     4     4.0     60  27048 |   15  9781    0.2933    0.0196    0.0049 |
  636.675     4     4     4.0     60  27108 |   15  9796    0.2933    0.0196    0.0049 |
  637.650     4     4     4.0     60  27168 |   15  9811    0.2940    0.0196    0.0049 |
  638.625     4     4     4.0     60  27228 |   15  9826    0.2937    0.0196    0.0049 |
  639.600     4     4     4.0     60  27288 |   15  9841    0.2938    0.0196    0.0049 |
  640.575     4     4     4.0     60  27348 |   15  9856    0.2934    0.0196    0.0049 |
  641.550     4     4     4.0     60  27408 |   15  9871    0.2939    0.0196    0.0049 |
  642.525     4     4     4.0     60  27468 |   15  9886    0.2930    0.0195    0.0049 |
  643.500     4     4     4.0     60  27528 |   15  9901    0.2939    0.0196    0.0049 |
  644.475     4     4     4.0     60  27588 |   15  9916    0.2940    0.0196    0.0049 |
  645.450     4     4     4.0     60  27648 |   15  9931    0.2936    0.0196    0.0049 |
  646.425     4     4     4.0     60  27708 |   15  9946    0.2932    0.0195    0.0049 |
  647.400     4     4     4.0     60  27768 |   15  9961    0.2930    0.0195    0.0049 |
  648.375     4     4     4.0     60  27828 |   15  9976    0.2933    0.0196    0.0049 |
  649.350     4     4     4.0     60  27888 |   15  9991    0.2930    0.0195    0.0049 |
  650.325     4     4     4.0     60  27948 |   15 10006    0.2938    0.0196    0.0049 |
  651.300     4     4     4.0     60  28008 |   15 10021    0.2932    0.0195    0.0049 |
